Student_ID,Age,Gender,Study_Hours_Per_Week,Attendance_Rate,Assignments_Submitted,Course_Grade,Part_Time_Job,Monthly_Income,GPA,Social_Media_Usage_Hours,Extra_Curricular_Activities,Internet_Access,Parental_Education_Level,Mode_of_Transport
S03145,23,Female,27,0.51,5,F,Yes,9257,3.58,11,Yes,Yes,Postgraduate,Bike
S03146,20,Female,36,0.78,6,F,Yes,6508,2.22,17,No,No,Graduate,Bus
S03147,18,Male,29,0.79,5,D,No,3056,3.0,7,Yes,No,Postgraduate,Walk
S03148,24,Other,21,0.83,3,B,Yes,14322,3.56,8,No,No,Postgraduate,Bike
S03149,20,Female,5,0.61,6,F,Yes,2582,2.25,16,No,No,High School,Bus
S03150,19,Female,21,0.74,9,F,Yes,15557,3.79,10,No,No,Graduate,Car
S03151,20,Female,21,0.71,4,C,Yes,13767,3.83,13,Yes,No,Diploma,Walk
S03152,20,Female,32,0.7,6,D,Yes,13496,3.25,11,No,No,Postgraduate,Walk
S03153,19,Other,29,0.67,0,C,No,18182,3.44,10,No,Yes,Diploma,Car
S03154,23,Male,22,0.97,2,A,Yes,12419,2.85,7,Yes,No,High School,Bike
S03155,21,Male,35,0.83,0,C,No,15617,2.71,11,Yes,No,Graduate,Bus
S03156,19,Other,22,0.88,4,D,No,16415,3.56,13,Yes,Yes,Graduate,Bus
S03157,22,Female,16,0.66,7,C,No,6188,2.32,11,No,No,High School,Car
S03158,19,Female,19,0.5,4,F,No,11995,3.13,9,Yes,Yes,Graduate,Walk
S03159,22,Female,38,0.98,8,C,No,1480,3.0,12,No,No,Postgraduate,Walk
S03160,18,Other,18,0.94,8,F,No,17187,3.49,16,No,No,High School,Bus
S03161,19,Male,7,0.73,7,A,Yes,1382,3.7,19,No,No,Postgraduate,Bike
S03162,21,Male,12,0.69,9,C,Yes,6209,3.29,19,No,Yes,Diploma,Bus
S03163,24,Female,34,0.72,3,D,No,10325,3.87,16,No,Yes,Diploma,Bus
S03164,24,Male,7,0.63,5,C,No,18948,2.87,7,No,No,Diploma,Walk
S03165,18,Other,22,0.81,4,A,No,6748,3.69,0,Yes,No,Diploma,Bike
S03166,20,Other,9,0.99,3,C,No,8517,2.38,1,Yes,No,High School,Car
S03167,21,Other,5,0.53,5,F,Yes,7797,2.01,18,Yes,Yes,High School,Walk
S03168,19,Other,20,0.89,7,B,Yes,13695,3.26,12,No,Yes,Graduate,Bike
S03169,19,Female,26,0.53,4,D,Yes,10739,2.36,8,No,Yes,Postgraduate,Bus
S03170,21,Female,16,0.93,8,A,No,17893,3.96,18,Yes,No,Postgraduate,Bike
S03171,20,Male,14,0.57,8,D,Yes,15657,2.13,10,No,Yes,Graduate,Bike
S03172,20,Other,39,0.75,5,C,Yes,19335,3.12,19,No,No,Postgraduate,Bike
S03173,18,Male,12,0.75,7,F,Yes,2324,3.74,16,Yes,Yes,Graduate,Bike
S03174,21,Other,21,0.82,0,B,Yes,19045,3.18,12,Yes,No,Postgraduate,Bike
S03175,24,Male,15,0.8,2,B,Yes,13921,2.98,1,No,No,High School,Car
S03176,22,Male,29,0.85,7,F,No,15167,3.0,12,Yes,No,Diploma,Walk
S03177,24,Other,15,0.92,0,C,No,8500,2.31,16,No,Yes,High School,Car
S03178,21,Male,25,0.52,9,F,No,15883,2.87,1,Yes,No,Graduate,Bike
S03179,24,Male,30,0.87,2,D,Yes,19755,3.87,4,Yes,No,Diploma,Car
S03180,20,Male,36,0.53,4,D,No,13711,2.07,10,Yes,No,Postgraduate,Bike
S03181,24,Other,21,0.9,9,C,Yes,3844,3.3,6,Yes,No,Graduate,Car
S03182,23,Female,36,0.9,8,F,No,14814,3.3,9,No,No,High School,Car
S03183,20,Male,14,0.6,4,F,No,1463,3.85,11,No,No,Graduate,Car
S03184,18,Male,23,0.6,0,A,No,18402,2.23,8,Yes,Yes,Graduate,Walk
S03185,21,Male,10,0.54,0,B,Yes,14307,3.4,19,No,No,High School,Bus
S03186,19,Other,13,0.62,8,A,Yes,6956,3.68,5,Yes,No,Graduate,Car
S03187,22,Female,17,0.75,4,C,No,4827,2.22,4,Yes,No,Diploma,Car
S03188,21,Other,19,0.69,3,B,No,7438,2.55,4,Yes,No,Graduate,Bus
S03189,23,Other,32,0.61,2,C,Yes,5198,3.13,6,Yes,No,Graduate,Car
S03190,24,Other,5,0.81,8,F,No,5052,2.01,14,Yes,Yes,Postgraduate,Walk
S03191,22,Other,13,0.76,4,A,No,984,2.2,12,No,No,High School,Bus
S03192,21,Other,19,0.56,2,C,No,15468,2.1,9,No,No,Graduate,Bike
S03193,20,Other,30,0.66,3,A,No,8106,2.01,1,No,Yes,Postgraduate,Bike
S03194,23,Female,29,0.97,9,F,No,17552,3.16,17,No,Yes,High School,Walk
S03195,24,Other,14,0.84,2,C,No,10121,3.04,15,Yes,No,Postgraduate,Bike
S03196,22,Other,36,0.98,6,F,No,18397,2.95,18,Yes,Yes,Graduate,Walk
S03197,21,Female,38,0.73,5,C,No,12445,3.94,18,No,No,Postgraduate,Walk
S03198,19,Female,11,0.51,1,F,No,9336,3.1,1,Yes,No,Diploma,Bike
S03199,23,Female,33,0.9,9,B,Yes,19361,3.9,10,No,Yes,Graduate,Bus
S03200,20,Other,37,0.55,5,B,Yes,3753,3.2,2,No,Yes,High School,Walk
S03201,24,Female,27,0.97,3,C,No,2298,3.27,6,No,No,Graduate,Bus
S03202,19,Other,34,0.65,9,C,No,3657,2.22,15,Yes,No,Postgraduate,Bus
S03203,18,Other,27,0.83,4,B,No,1392,2.84,19,No,Yes,Postgraduate,Bus
S03204,18,Male,24,0.92,5,C,Yes,8311,3.69,11,Yes,Yes,High School,Walk
S03205,18,Other,21,0.73,8,A,No,14847,3.69,19,Yes,No,Graduate,Bike
S03206,20,Male,21,0.72,3,D,No,18108,3.67,19,No,Yes,Postgraduate,Bike
S03207,24,Male,5,0.59,5,D,Yes,9478,3.25,15,No,No,High School,Bike
S03208,19,Female,33,0.86,5,B,Yes,6042,2.92,17,No,Yes,High School,Bike
S03209,21,Male,30,0.67,8,A,Yes,1335,3.41,18,No,Yes,High School,Car
S03210,20,Male,6,0.81,3,D,Yes,15299,2.71,19,No,Yes,Diploma,Car
S03211,24,Male,39,0.62,1,F,Yes,10691,2.62,16,Yes,No,High School,Bus
S03212,21,Other,16,0.87,8,A,Yes,2424,3.56,13,Yes,Yes,Diploma,Car
S03213,20,Female,14,0.85,7,A,No,6266,2.64,0,Yes,Yes,Diploma,Bike
S03214,22,Female,17,0.5,3,B,Yes,11336,2.33,9,No,Yes,Graduate,Walk
S03215,23,Female,29,0.55,1,D,Yes,11086,3.95,11,Yes,Yes,High School,Bike
S03216,23,Other,10,0.54,2,F,Yes,2889,3.04,8,Yes,Yes,High School,Bike
S03217,24,Female,31,0.52,5,C,Yes,9624,2.56,5,Yes,Yes,Graduate,Bus
S03218,24,Other,18,0.53,9,C,Yes,5774,2.9,19,Yes,No,Diploma,Bike
S03219,18,Female,31,0.66,8,B,No,16835,2.32,9,No,No,Postgraduate,Bus
S03220,18,Female,26,0.88,9,A,No,3084,2.58,12,No,Yes,Graduate,Bus
S03221,24,Female,11,0.77,8,F,Yes,14995,2.88,13,Yes,Yes,Diploma,Bus
S03222,22,Male,10,0.55,5,C,No,14016,2.38,1,Yes,No,Graduate,Bike
S03223,24,Male,35,0.53,6,C,No,18265,3.39,1,No,No,Postgraduate,Bus
S03224,19,Other,21,0.55,4,B,No,17890,2.28,18,Yes,No,Diploma,Bus
S03225,18,Male,11,0.69,3,A,No,13356,3.73,3,Yes,Yes,Diploma,Bus
S03226,18,Other,17,0.65,0,C,No,2238,3.41,5,No,No,Diploma,Car
S03227,19,Other,26,0.85,4,F,No,4407,3.06,0,Yes,No,Graduate,Car
S03228,19,Male,19,0.81,5,C,No,5840,3.65,8,Yes,Yes,High School,Car
S03229,22,Male,35,0.94,2,B,Yes,15190,2.11,13,No,Yes,High School,Walk
S03230,18,Female,15,0.97,4,D,No,6757,3.38,6,Yes,Yes,Postgraduate,Walk
S03231,24,Female,25,0.5,4,C,No,5336,2.37,6,Yes,Yes,Postgraduate,Car
S03232,22,Other,5,0.61,8,B,No,18098,2.57,8,Yes,Yes,Graduate,Walk
S03233,20,Female,27,0.54,1,C,Yes,12574,2.8,18,Yes,Yes,Diploma,Walk
S03234,19,Female,33,0.65,0,A,No,6975,3.06,5,Yes,No,High School,Walk
S03235,23,Other,5,0.8,2,B,No,5969,3.51,13,Yes,Yes,Postgraduate,Walk
S03236,24,Other,32,0.63,4,D,Yes,17162,2.43,2,Yes,Yes,Diploma,Bus
S03237,19,Male,12,0.59,7,C,No,3314,3.15,13,No,No,High School,Bus
S03238,18,Other,39,0.69,7,C,Yes,10949,2.53,4,No,No,Diploma,Car
S03239,23,Other,27,0.51,8,A,Yes,6778,2.31,13,No,Yes,High School,Walk
S03240,21,Other,22,0.99,0,B,Yes,2688,3.83,9,No,No,Diploma,Bike
S03241,22,Male,24,0.98,7,B,Yes,1789,2.94,10,Yes,No,Graduate,Walk
S03242,19,Male,12,0.57,7,C,Yes,16122,2.38,5,Yes,No,Diploma,Walk
S03243,19,Female,38,0.59,7,C,Yes,11461,3.65,7,No,No,Postgraduate,Car
S03244,18,Female,23,0.78,1,D,No,17426,2.64,12,No,Yes,High School,Bike
S03245,18,Female,21,0.65,1,C,No,16229,2.26,8,No,Yes,High School,Bus
S03246,21,Male,31,0.51,4,B,No,4170,2.12,18,No,Yes,Postgraduate,Walk
S03247,20,Male,22,0.53,8,B,Yes,16012,2.67,2,No,Yes,High School,Bike
S03248,20,Other,5,0.84,0,D,No,15197,3.7,11,Yes,Yes,Graduate,Bus
S03249,18,Other,36,0.61,4,C,No,1666,2.86,17,Yes,Yes,Graduate,Bike
S03250,21,Male,24,0.77,5,F,No,3399,2.35,10,No,No,Graduate,Bus
S03251,18,Other,8,0.64,4,A,No,4601,2.59,14,No,No,High School,Car
S03252,20,Male,33,0.76,6,F,No,9886,2.24,14,Yes,Yes,High School,Car
S03253,22,Female,9,1.0,1,B,Yes,269,3.36,19,No,No,Graduate,Bike
S03254,19,Female,29,0.85,1,C,No,7124,2.35,14,No,No,Diploma,Bus
S03255,19,Female,10,0.67,6,D,No,7695,2.89,4,No,No,High School,Bike
S03256,21,Female,17,0.98,4,C,No,13908,2.07,6,Yes,Yes,Diploma,Walk
S03257,20,Male,21,0.52,2,D,Yes,17313,3.31,0,No,No,Graduate,Car
S03258,23,Male,34,0.59,2,D,Yes,5824,2.6,12,Yes,No,Graduate,Car
S03259,21,Other,16,0.75,2,D,No,16030,2.36,13,No,Yes,Postgraduate,Bus
S03260,21,Male,28,0.65,9,B,Yes,18000,3.4,3,Yes,No,Postgraduate,Car
S03261,21,Male,8,0.86,6,C,Yes,7649,2.93,14,No,No,Graduate,Bus
S03262,19,Male,7,0.52,6,D,No,1909,3.39,11,Yes,Yes,High School,Walk
S03263,21,Male,18,0.64,3,B,No,16338,2.9,7,No,Yes,Graduate,Walk
S03264,20,Female,35,0.93,5,C,No,17715,2.33,12,Yes,Yes,Graduate,Bus
S03265,23,Female,21,0.7,0,C,No,1133,3.18,2,Yes,Yes,Graduate,Bike
S03266,20,Female,12,0.6,8,B,No,13745,3.77,1,No,No,Postgraduate,Walk
S03267,23,Other,29,0.76,2,A,No,270,3.58,10,Yes,No,High School,Walk
S03268,22,Female,15,0.68,6,B,No,109,2.82,14,Yes,Yes,High School,Bus
S03269,23,Female,30,0.64,1,B,Yes,19934,3.69,18,No,No,Diploma,Car
S03270,20,Male,30,0.92,8,F,Yes,3454,2.07,11,No,No,Diploma,Walk
S03271,19,Male,34,0.93,6,D,Yes,4515,3.54,11,No,Yes,High School,Bus
S03272,20,Female,14,0.71,5,D,Yes,7260,3.4,12,Yes,No,Diploma,Bus
S03273,24,Other,31,0.8,1,B,No,2728,3.45,17,Yes,No,Diploma,Bike
S03274,24,Female,13,0.86,2,D,No,11907,2.28,13,Yes,No,High School,Bus
S03275,23,Female,30,0.85,2,B,No,2495,2.02,1,No,No,Postgraduate,Bus
S03276,18,Female,8,0.67,2,B,Yes,11168,2.63,12,Yes,Yes,Graduate,Bike
S03277,21,Male,9,0.83,5,C,Yes,11563,2.62,0,No,No,Diploma,Car
S03278,23,Other,20,0.96,1,A,No,16892,3.18,14,Yes,No,High School,Walk
S03279,22,Other,17,0.53,9,C,Yes,1006,2.66,9,No,Yes,Graduate,Bus
S03280,24,Male,6,0.54,0,A,No,14801,2.35,14,Yes,Yes,Postgraduate,Bus
S03281,18,Female,22,0.93,3,B,Yes,13121,3.91,11,No,Yes,Postgraduate,Bike
S03282,24,Other,31,0.8,2,B,Yes,7752,3.31,14,Yes,Yes,Graduate,Bike
S03283,20,Other,13,0.51,2,D,Yes,7439,2.65,19,Yes,Yes,High School,Bike
S03284,20,Other,6,0.88,8,D,No,629,3.16,14,No,Yes,Postgraduate,Car
S03285,23,Male,34,0.55,7,C,Yes,16092,3.1,2,No,No,Postgraduate,Bus
S03286,21,Male,22,0.92,7,B,No,3277,3.61,3,Yes,No,High School,Bike
S03287,21,Female,17,0.74,0,C,No,16040,3.5,15,No,Yes,Graduate,Bus
S03288,19,Male,28,0.65,1,A,Yes,473,2.42,9,Yes,No,Postgraduate,Walk
S03289,23,Female,30,0.81,6,B,No,19165,2.99,17,Yes,Yes,Postgraduate,Bus
S03290,22,Female,35,0.59,7,D,Yes,8604,2.72,19,Yes,No,Postgraduate,Bike
S03291,19,Female,15,0.77,1,F,No,10291,2.4,17,No,Yes,Postgraduate,Bike
S03292,20,Male,12,0.74,0,B,No,8545,3.65,2,Yes,No,Diploma,Bike
S03293,24,Female,36,0.62,1,C,Yes,13332,2.09,3,Yes,Yes,High School,Bike
S03294,23,Female,29,0.83,4,D,Yes,16889,2.46,12,Yes,Yes,High School,Bus
S03295,22,Other,25,0.68,0,A,Yes,8456,3.69,12,No,Yes,Postgraduate,Bus
S03296,22,Female,35,0.93,7,A,Yes,4340,3.41,9,Yes,No,Postgraduate,Car
S03297,23,Male,23,0.54,4,A,Yes,12059,2.87,11,No,Yes,High School,Walk
S03298,24,Female,18,0.89,3,D,No,19829,2.47,4,Yes,No,Postgraduate,Bus
S03299,24,Female,28,0.72,2,C,Yes,13080,2.68,11,No,Yes,High School,Bike
S03300,19,Male,18,0.66,5,B,Yes,17033,3.44,7,Yes,Yes,Graduate,Bus
S03301,20,Female,16,0.97,6,D,Yes,2806,3.43,14,Yes,No,Postgraduate,Car
S03302,20,Other,20,0.6,4,F,No,15469,2.65,11,Yes,No,Graduate,Bus
S03303,19,Female,35,0.71,5,B,No,13295,3.61,10,No,Yes,High School,Car
S03304,22,Male,34,0.73,0,D,No,13003,3.49,4,Yes,No,Diploma,Bike
S03305,22,Male,26,0.65,3,B,No,16598,2.82,4,Yes,Yes,Graduate,Walk
S03306,18,Female,39,0.54,8,C,Yes,10672,3.5,14,Yes,No,Diploma,Car
S03307,23,Male,21,0.95,8,F,Yes,10144,2.18,7,No,No,Diploma,Bike
S03308,19,Other,28,0.95,2,B,Yes,8318,2.8,14,No,No,High School,Car
S03309,20,Other,30,0.81,5,F,Yes,16612,3.45,9,Yes,Yes,Graduate,Car
S03310,18,Other,27,0.66,3,C,Yes,8491,2.65,8,No,Yes,Diploma,Bus
S03311,24,Male,9,0.81,6,B,Yes,3043,2.19,17,Yes,Yes,Graduate,Bike
S03312,24,Female,13,0.98,3,F,No,11282,2.33,16,No,Yes,High School,Car
S03313,19,Male,38,0.94,5,A,Yes,18898,3.19,0,No,Yes,Diploma,Car
S03314,23,Other,12,0.58,0,B,Yes,10812,3.99,15,No,Yes,Postgraduate,Walk
S03315,24,Male,19,0.91,3,F,No,10663,3.86,16,Yes,Yes,Graduate,Bike
S03316,22,Other,30,0.9,7,C,No,839,2.76,1,No,Yes,Graduate,Walk
S03317,21,Male,29,0.96,2,A,No,2809,2.38,9,No,No,High School,Bus
S03318,19,Female,22,0.52,6,C,No,16697,3.46,17,No,Yes,Diploma,Walk
S03319,22,Female,16,0.88,4,D,No,2283,3.71,10,Yes,Yes,High School,Bus
S03320,23,Female,20,0.77,9,D,No,855,3.76,14,No,No,Postgraduate,Bus
S03321,21,Female,32,0.77,5,C,No,18740,2.52,3,No,Yes,High School,Bus
S03322,20,Other,32,0.67,4,F,No,4936,3.04,0,No,Yes,Graduate,Bus
S03323,24,Other,28,0.89,5,D,No,7041,2.3,17,No,No,Postgraduate,Bike
S03324,24,Other,7,0.71,3,C,Yes,16615,2.0,13,Yes,Yes,Postgraduate,Bus
S03325,21,Male,27,0.68,2,B,Yes,19738,2.26,13,No,No,High School,Car
S03326,20,Male,22,0.98,8,A,No,7919,3.65,13,No,No,High School,Bike
S03327,21,Female,38,0.73,6,D,Yes,18486,2.99,16,No,Yes,High School,Bus
S03328,24,Other,30,0.9,6,B,Yes,11212,2.51,19,Yes,No,Graduate,Bus
S03329,24,Female,7,0.57,8,D,Yes,8233,3.99,12,Yes,No,Graduate,Bike
S03330,22,Female,38,0.87,7,A,No,8825,2.65,19,Yes,No,Postgraduate,Bus
S03331,18,Male,33,0.84,9,B,Yes,12055,3.07,6,No,Yes,Postgraduate,Car
S03332,20,Other,26,0.76,3,D,Yes,3502,3.19,18,No,No,Diploma,Walk
S03333,23,Other,31,0.57,5,A,Yes,15062,2.38,2,Yes,Yes,Diploma,Car
S03334,19,Female,32,0.56,4,C,Yes,12626,2.38,6,No,Yes,Postgraduate,Bike
S03335,21,Male,28,0.84,8,F,Yes,18261,3.91,17,Yes,No,Diploma,Walk
S03336,19,Male,24,0.93,4,F,Yes,4919,2.99,8,No,No,High School,Bike
S03337,20,Male,38,0.78,4,C,Yes,1390,2.61,9,No,No,Diploma,Bike
S03338,20,Male,31,0.73,7,D,No,4930,2.3,15,Yes,No,Graduate,Car
S03339,21,Other,20,0.76,7,F,No,12471,2.08,12,No,No,Postgraduate,Bus
S03340,19,Male,25,0.58,0,D,No,11418,3.88,18,No,Yes,Diploma,Car
S03341,18,Male,19,0.53,4,C,Yes,4458,2.47,16,No,Yes,Diploma,Bike
S03342,18,Female,17,0.91,6,D,Yes,16425,2.92,14,No,Yes,Postgraduate,Bike
S03343,18,Female,20,0.92,3,C,Yes,10928,2.07,7,No,Yes,High School,Bike
S03344,23,Female,33,0.88,4,B,No,7015,3.59,7,Yes,Yes,Graduate,Car
S03345,24,Female,19,0.89,7,F,Yes,15300,2.57,13,No,No,Graduate,Car
S03346,23,Male,15,0.61,6,F,No,6642,3.91,3,Yes,Yes,Graduate,Bike
S03347,18,Female,15,0.55,2,F,No,18316,3.63,17,No,No,Diploma,Bus
S03348,18,Other,32,0.58,7,B,Yes,14551,3.7,19,No,Yes,Diploma,Bus
S03349,21,Male,21,0.82,7,A,No,2654,2.41,11,Yes,Yes,Postgraduate,Bike
S03350,18,Male,5,0.7,4,F,No,9055,2.38,9,Yes,Yes,Postgraduate,Car
S03351,20,Male,24,0.51,0,D,No,12686,3.22,0,Yes,No,Postgraduate,Bus
S03352,24,Female,39,0.98,4,F,Yes,19054,2.24,13,No,No,Diploma,Bus
S03353,23,Other,18,0.62,1,C,No,7928,3.92,16,Yes,No,Diploma,Car
S03354,24,Male,39,0.5,9,B,Yes,8287,2.19,15,No,Yes,Postgraduate,Walk
S03355,20,Other,7,0.69,0,A,No,14644,3.4,13,Yes,Yes,Graduate,Bus
S03356,21,Other,35,0.61,9,F,Yes,4118,2.33,8,No,No,High School,Car
S03357,18,Other,36,0.68,1,B,No,7394,3.24,6,No,Yes,High School,Car
S03358,23,Female,11,0.97,1,F,No,10425,3.73,9,Yes,Yes,Postgraduate,Car
S03359,21,Other,7,0.81,7,D,Yes,10573,2.41,9,Yes,No,High School,Bus
S03360,21,Other,29,0.82,3,F,Yes,18010,2.26,16,No,No,Diploma,Walk
S03361,22,Female,34,0.94,9,F,Yes,15084,3.26,8,No,No,Postgraduate,Car
S03362,20,Female,33,0.56,6,B,No,19628,2.19,11,No,Yes,Graduate,Car
S03363,19,Male,21,0.55,1,D,No,14383,3.74,10,No,No,Postgraduate,Walk
S03364,24,Other,25,0.93,6,C,Yes,11532,3.77,9,No,Yes,Diploma,Bike
S03365,21,Male,20,0.58,9,C,No,15184,3.54,4,No,Yes,High School,Car
S03366,21,Male,29,0.87,9,F,Yes,5361,2.77,15,No,Yes,High School,Walk
S03367,24,Other,27,0.6,3,B,Yes,8673,2.81,19,No,No,Diploma,Bike
S03368,21,Female,33,0.74,6,B,No,16350,2.43,0,Yes,No,Diploma,Walk
S03369,23,Male,11,0.69,4,B,Yes,4023,3.29,17,Yes,Yes,Diploma,Car
S03370,23,Female,8,0.55,2,F,Yes,371,2.15,14,No,Yes,Diploma,Car
S03371,18,Male,7,0.84,1,D,Yes,19476,3.51,7,No,Yes,Graduate,Bus
S03372,19,Other,10,0.93,9,D,No,6817,2.4,9,Yes,Yes,Graduate,Bike
S03373,18,Male,5,0.55,8,F,Yes,8181,3.82,16,No,No,Graduate,Car
S03374,18,Male,39,0.68,0,B,No,18446,3.48,3,Yes,No,High School,Bike
S03375,19,Male,35,0.51,0,C,Yes,19846,2.84,12,Yes,Yes,High School,Bike
S03376,22,Female,13,0.62,1,D,No,8664,2.6,8,No,No,High School,Bike
S03377,20,Other,31,0.63,6,F,No,4187,2.49,3,No,Yes,High School,Bus
S03378,23,Female,35,0.91,8,D,Yes,11991,3.38,0,Yes,No,Diploma,Bike
S03379,20,Other,31,0.88,9,B,Yes,16688,3.79,15,Yes,No,Diploma,Walk
S03380,20,Other,18,0.92,6,F,Yes,5256,3.89,2,Yes,No,Graduate,Bus
S03381,18,Male,28,0.54,3,A,Yes,4023,3.93,12,No,No,Graduate,Walk
S03382,24,Female,7,0.57,6,C,Yes,7583,3.88,19,No,Yes,Postgraduate,Walk
S03383,18,Female,13,0.65,5,C,No,9321,3.42,11,No,No,Postgraduate,Walk
S03384,24,Other,27,0.87,9,C,No,13856,2.39,17,No,No,High School,Bike
S03385,18,Male,26,0.51,9,F,Yes,19339,2.67,3,No,Yes,Diploma,Bike
S03386,24,Male,35,0.57,3,A,Yes,16105,2.77,7,No,Yes,High School,Car
S03387,22,Other,23,0.75,6,A,Yes,10522,3.32,10,Yes,Yes,Postgraduate,Car
S03388,18,Male,36,0.51,5,B,Yes,15443,2.89,15,Yes,Yes,Postgraduate,Bus
S03389,19,Female,16,0.55,2,A,No,13057,2.69,5,No,Yes,Diploma,Walk
S03390,18,Male,10,0.66,9,A,Yes,5234,2.71,3,Yes,Yes,Postgraduate,Bus
S03391,18,Other,36,0.62,1,A,Yes,1930,3.11,7,No,Yes,High School,Bus
S03392,21,Other,12,0.68,7,B,Yes,17145,3.5,14,No,No,High School,Walk
S03393,23,Female,39,0.88,4,F,Yes,9798,2.54,8,Yes,Yes,High School,Car
S03394,19,Male,19,0.61,4,F,Yes,19615,3.09,18,Yes,No,Diploma,Car
S03395,21,Other,32,0.81,6,F,Yes,8942,2.34,5,No,No,Postgraduate,Bus
S03396,21,Female,26,0.94,8,D,Yes,3759,4.0,16,Yes,No,Graduate,Car
S03397,18,Female,35,0.65,7,B,No,15115,3.06,5,No,No,Graduate,Car
S03398,22,Other,13,0.52,4,F,Yes,15762,2.45,13,No,No,Diploma,Walk
S03399,24,Female,7,0.82,0,F,No,5835,3.27,8,No,No,High School,Bus
S03400,24,Female,13,0.86,4,F,Yes,18066,2.55,18,Yes,No,Postgraduate,Walk
S03401,19,Male,7,0.74,1,A,No,1699,3.34,5,No,Yes,Diploma,Walk
S03402,18,Other,23,0.71,9,C,Yes,1869,2.46,2,No,No,Diploma,Car
S03403,20,Other,8,0.87,2,C,Yes,15029,2.26,16,No,Yes,Diploma,Walk
S03404,20,Male,10,0.71,8,C,Yes,7906,2.5,0,No,No,Postgraduate,Walk
S03405,22,Female,16,0.5,2,F,No,15516,3.13,1,Yes,Yes,Postgraduate,Walk
S03406,19,Other,38,0.94,0,A,Yes,14628,2.91,10,Yes,No,Diploma,Walk
S03407,19,Other,31,0.63,8,B,Yes,8068,3.5,5,Yes,No,Postgraduate,Car
S03408,21,Other,13,0.8,6,B,Yes,11728,2.51,9,Yes,Yes,Postgraduate,Walk
S03409,20,Other,32,0.78,7,C,No,377,3.32,6,No,No,Diploma,Walk
S03410,23,Female,28,0.76,7,F,Yes,9051,2.75,7,Yes,No,Postgraduate,Bike
S03411,20,Male,26,0.62,1,B,Yes,7664,2.94,8,Yes,Yes,Graduate,Bike
S03412,20,Male,38,0.87,3,D,Yes,16130,3.83,8,No,No,Graduate,Car
S03413,19,Male,31,0.62,9,B,No,7312,3.59,19,Yes,Yes,Postgraduate,Walk
S03414,18,Female,32,0.97,0,F,Yes,2711,2.5,3,No,No,Postgraduate,Bike
S03415,20,Female,16,0.78,8,B,No,7315,3.41,6,Yes,No,Diploma,Bike
S03416,20,Other,22,0.89,4,F,Yes,414,2.24,10,Yes,Yes,Postgraduate,Walk
S03417,22,Female,38,0.87,9,A,Yes,17938,4.0,10,No,Yes,Graduate,Bike
S03418,21,Male,10,0.98,5,B,No,7625,3.78,11,Yes,Yes,High School,Bike
S03419,24,Male,32,0.77,6,B,No,7064,3.69,7,Yes,Yes,Graduate,Bus
S03420,22,Female,5,0.53,9,C,No,16462,3.28,13,No,No,High School,Walk
S03421,18,Other,23,0.54,5,F,Yes,9201,2.4,9,Yes,No,Diploma,Bus
S03422,22,Male,22,0.68,8,A,Yes,8879,2.99,3,No,Yes,Graduate,Bike
S03423,23,Female,20,0.68,9,A,Yes,12700,2.92,4,No,No,Diploma,Bus
S03424,24,Male,8,0.61,6,C,No,2533,2.83,1,No,Yes,Graduate,Car
S03425,24,Other,34,0.96,2,F,No,7274,3.31,17,No,Yes,High School,Car
S03426,24,Male,21,0.74,2,C,Yes,19308,3.48,9,No,Yes,Diploma,Walk
S03427,22,Male,28,0.95,2,C,Yes,17627,2.54,13,Yes,Yes,Graduate,Car
S03428,23,Female,16,0.53,4,F,No,14,3.32,11,Yes,Yes,Postgraduate,Bus
S03429,20,Male,15,0.67,6,C,No,3167,2.73,11,No,No,Postgraduate,Walk
S03430,20,Male,36,0.68,5,B,No,13567,2.03,2,Yes,Yes,Graduate,Car
S03431,24,Female,13,0.52,4,F,Yes,14991,2.32,0,Yes,Yes,Graduate,Walk
S03432,21,Male,15,0.82,3,D,Yes,10254,3.3,19,No,Yes,Diploma,Bus
S03433,23,Female,20,0.57,4,F,Yes,11781,3.63,14,No,No,Diploma,Bike
S03434,21,Other,14,0.67,0,A,Yes,2063,2.12,8,No,Yes,Graduate,Car
S03435,22,Other,19,0.99,5,B,Yes,8176,2.31,9,Yes,Yes,Graduate,Bus
S03436,19,Other,35,0.97,0,B,Yes,13386,2.92,15,No,Yes,Diploma,Bus
S03437,19,Other,23,0.63,6,D,No,5120,2.21,11,Yes,Yes,Postgraduate,Walk
S03438,21,Other,11,0.66,1,B,No,19474,3.3,4,Yes,Yes,Graduate,Car
S03439,18,Female,8,0.77,3,B,No,9392,2.07,14,No,Yes,Graduate,Bike
S03440,21,Female,23,0.64,1,B,No,10445,2.21,11,No,No,Diploma,Car
S03441,23,Male,15,0.86,8,D,No,11593,3.46,9,No,Yes,High School,Bike
S03442,22,Male,39,0.78,5,D,No,16070,3.65,12,No,Yes,Diploma,Car
S03443,23,Other,8,0.74,3,D,Yes,12097,2.51,19,No,Yes,Postgraduate,Bike
S03444,19,Other,22,0.98,1,B,No,2122,2.92,6,Yes,No,Diploma,Walk
S03445,23,Male,19,0.61,7,F,No,19015,3.16,14,No,No,Diploma,Bus
S03446,24,Other,5,0.93,3,F,Yes,10053,2.04,11,No,No,High School,Walk
S03447,22,Female,23,0.86,7,A,No,1831,3.42,11,No,No,Graduate,Bus
